venue,date,pair,lag,beta_pre,beta_post,delta,p_delta,n_pre,n_post
BYBITSPOT,20250907,BINANCE->BYBITSPOT,2,0.06710537017975039,-0.056299770047529674,-0.12340514022728007,,312,306
BYBITSPOT,20250907,BINANCE->BITGET,0,0.026975437171213583,-0.00568277284243456,-0.032658210013648145,,334,351
BYBITSPOT,20250907,BINANCE->BITGET,1,0.04219897626355652,0.024878900556024687,-0.017320075707531836,,333,350
BYBITSPOT,20250907,BINANCE->BITGET,2,0.04147441856889984,0.05782834878751843,0.016353930218618584,,332,349
BYBITSPOT,20250907,COINBASE->BYBITSPOT,0,0.004107701728052558,-0.15038923712005406,-0.1544969388481066,,313,306
BYBITSPOT,20250907,COINBASE->BYBITSPOT,1,-0.09318231171743163,-0.2262728671268381,-0.13309055540940648,,312,305
BYBITSPOT,20250907,COINBASE->BYBITSPOT,2,-0.045298530370799894,-0.03273899790121613,0.012559532469583766,,311,304
BYBITSPOT,20250907,COINBASE->BITGET,0,0.05790446840269138,0.01006089974801628,-0.0478435686546751,,332,349
BYBITSPOT,20250907,COINBASE->BITGET,1,-0.02233462102989099,-0.033288502941571,-0.010953881911680008,,331,348
BYBITSPOT,20250907,COINBASE->BITGET,2,0.08556448488044423,0.13408154310908751,0.04851705822864329,,330,347
BYBITSPOT,20250907,BYBITSPOT->BITGET,0,-0.07209281119389142,-0.005885213048195265,0.06620759814569616,,254,258
BYBITSPOT,20250907,BYBITSPOT->BITGET,1,-0.04151544928152379,-0.05034013086977565,-0.008824681588251858,,253,257
BYBITSPOT,20250907,BYBITSPOT->BITGET,2,0.07457402592248646,0.015836581012265337,-0.05873744491022113,,252,256
BITGET,20250907,BINANCE->COINBASE,0,0.013888493869721057,0.058737516508729236,0.04484902263900818,,359,359
BITGET,20250907,BINANCE->COINBASE,1,0.01565925310325374,0.1192900253084025,0.10363077220514877,,358,358
BITGET,20250907,BINANCE->COINBASE,2,0.42677385241327054,0.1474096425508072,-0.27936420986246335,,357,357
BITGET,20250907,BINANCE->BYBITSPOT,0,-0.08932017481968495,-0.017319293293414213,0.07200088152627074,,314,308
BITGET,20250907,BINANCE->BYBITSPOT,1,-0.054540388552494906,-0.03006160802170254,0.024478780530792367,,313,307
BITGET,20250907,BINANCE->BYBITSPOT,2,0.06710537017975039,-0.056299770047529674,-0.12340514022728007,,312,306
BITGET,20250907,BINANCE->BITGET,0,0.026975437171213583,-0.00568277284243456,-0.032658210013648145,,334,351
BITGET,20250907,BINANCE->BITGET,1,0.04219897626355652,0.024878900556024687,-0.017320075707531836,,333,350
BITGET,20250907,BINANCE->BITGET,2,0.04147441856889984,0.05782834878751843,0.016353930218618584,,332,349
BITGET,20250907,COINBASE->BYBITSPOT,0,0.004107701728052558,-0.15038923712005406,-0.1544969388481066,,313,306
BITGET,20250907,COINBASE->BYBITSPOT,1,-0.09318231171743163,-0.2262728671268381,-0.13309055540940648,,312,305
BITGET,20250907,COINBASE->BYBITSPOT,2,-0.045298530370799894,-0.03273899790121613,0.012559532469583766,,311,304
BITGET,20250907,COINBASE->BITGET,0,0.05790446840269138,0.01006089974801628,-0.0478435686546751,,332,349
BITGET,20250907,COINBASE->BITGET,1,-0.02233462102989099,-0.033288502941571,-0.010953881911680008,,331,348
BITGET,20250907,COINBASE->BITGET,2,0.08556448488044423,0.13408154310908751,0.04851705822864329,,330,347
BITGET,20250907,BYBITSPOT->BITGET,0,-0.07209281119389142,-0.005885213048195265,0.06620759814569616,,254,258
BITGET,20250907,BYBITSPOT->BITGET,1,-0.04151544928152379,-0.05034013086977565,-0.008824681588251858,,253,257
BITGET,20250907,BYBITSPOT->BITGET,2,0.07457402592248646,0.015836581012265337,-0.05873744491022113,,252,256
